sample_id,label,size_model,size_params_json,label_coarse,label_family,n_particles,pattern_params,seed_offset
sample_000857,C07_StraightLine,gaussian,"{""max_um"": 1.0, ""mean_um"": 0.5714710112527339, ""min_um"": 0.01, ""per_sample"": true, ""std_um"": 0.08259132046028576}",,,102,"{""angle_deg"": 143.56370281408854, ""n_particles"": 102, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": 0.0949144035686676, ""params"": {""segment_half_length_norm"": 0.12998403697081945, ""width_norm"": 0.046393174860435094}, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.784351208037757, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.02302473341372829}",857
sample_000858,radial_lines,weibull,"{""k"": 2.0809963773665245, ""lambda_um"": 0.1175794493173128, ""max_um"": 1.0, ""min_um"": 0.01, ""per_sample"": true}",line,radial_lines,168,"{""angular_jitter_deg"": 2.0, ""n_lines"": 6, ""n_particles"": 168, ""name"": ""wafer_particles.pattern.radial_lines"", ""r_max_ratio"": 1.0, ""r_min_ratio"": 0.0, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",858
sample_000859,C11_Hotspot_Elliptic,weibull,"{""k"": 1.8710095248034915, ""lambda_um"": 0.4931431114263873, ""max_um"": 1.0, ""min_um"": 0.01, ""per_sample"": true}",,,56,"{""center_angle"": ""random"", ""center_angle_rad"": 3.2526851067036855, ""center_radius_ratio"": 0.021611987554727485, ""mode"": ""random"", ""n_particles"": 56, ""name"": ""wafer_particles.pattern.C11_Hotspot_Elliptic"", ""rotation_deg"": 30.0, ""rotation_rad"": 5.688713385418761, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_x_ratio"": 0.06872206090955224, ""sigma_y_ratio"": 0.049151143645352884, ""wafer_radius_mm"": 150.0}",859
sample_000860,C02_EdgeBiased,lognormal,"{""max_um"": 1.0, ""min_um"": 0.01, ""mu_log"": -3.326885105028268, ""per_sample"": true, ""sigma_log"": 0.7196178510863156}",,,34,"{""edge_bias"": 2.1999477015355295, ""n_particles"": 34, ""name"": ""wafer_particles.pattern.C02_EdgeBiased"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",860
sample_000861,C05_Sector_Internal,lognormal,"{""max_um"": 1.0, ""min_um"": 0.01, ""mu_log"": -2.8376241487851424, ""per_sample"": true, ""sigma_log"": 0.8153561198022301}",,,108,"{""angle_center_rad"": 1.5438943972386392, ""angle_width_deg"": 56.978629120789606, ""edge_margin_norm"": 0.05, ""n_particles"": 108, ""name"": ""wafer_particles.pattern.C05_Sector_Internal"", ""r_inner_ratio"": 0.22843221184054724, ""r_outer_ratio"": 0.8231853547432059, ""radial_beta_alpha"": 3.9724985069361036, ""radial_beta_beta"": 2.5617338972613, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""theta_vonmises_kappa"": 7.701873717548085, ""wafer_radius_mm"": 150.0}",861
sample_000862,C11_Hotspot_Elliptic,gaussian,"{""max_um"": 1.0, ""mean_um"": 0.15880277825855343, ""min_um"": 0.01, ""per_sample"": true, ""std_um"": 0.06426628393308371}",,,34,"{""center_angle"": ""random"", ""center_angle_rad"": 4.625256745113714, ""center_radius_ratio"": 0.8479716638248401, ""mode"": ""random"", ""n_particles"": 34, ""name"": ""wafer_particles.pattern.C11_Hotspot_Elliptic"", ""rotation_deg"": 30.0, ""rotation_rad"": 0.8181461534408464, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_x_ratio"": 0.08347765363819803, ""sigma_y_ratio"": 0.05252962253209035, ""wafer_radius_mm"": 150.0}",862
sample_000863,C05_Sector_Internal,lognormal,"{""max_um"": 1.0, ""min_um"": 0.01, ""mu_log"": -1.131698994800114, ""per_sample"": true, ""sigma_log"": 0.854879976208559}",,,132,"{""angle_center_rad"": 4.858695106815291, ""angle_width_deg"": 35.119483813391675, ""edge_margin_norm"": 0.05, ""n_particles"": 132, ""name"": ""wafer_particles.pattern.C05_Sector_Internal"", ""r_inner_ratio"": 0.24028263835023728, ""r_outer_ratio"": 0.6118490399869781, ""radial_beta_alpha"": 3.8586649271297047, ""radial_beta_beta"": 2.1299939572917204, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""theta_vonmises_kappa"": 6.046812709427081, ""wafer_radius_mm"": 150.0}",863
sample_000864,C11_Hotspot_Elliptic,lognormal,"{""max_um"": 1.0, ""min_um"": 0.01, ""mu_log"": -2.542851992742717, ""per_sample"": true, ""sigma_log"": 0.5849620331871817}",,,104,"{""center_angle"": ""random"", ""center_angle_rad"": 0.28838694342278615, ""center_radius_ratio"": 0.29443042287125476, ""mode"": ""random"", ""n_particles"": 104, ""name"": ""wafer_particles.pattern.C11_Hotspot_Elliptic"", ""rotation_deg"": 30.0, ""rotation_rad"": 1.5760804448052912, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_x_ratio"": 0.08800783014201538, ""sigma_y_ratio"": 0.026960633231786844, ""wafer_radius_mm"": 150.0}",864
sample_000865,C05_Sector_Internal,gaussian,"{""max_um"": 1.0, ""mean_um"": 0.7070519124892434, ""min_um"": 0.01, ""per_sample"": true, ""std_um"": 0.0891200150949503}",,,161,"{""angle_center_rad"": 2.203971990240061, ""angle_width_deg"": 107.50388485347648, ""edge_margin_norm"": 0.05, ""n_particles"": 161, ""name"": ""wafer_particles.pattern.C05_Sector_Internal"", ""r_inner_ratio"": 0.28553405700885376, ""r_outer_ratio"": 0.7031653307905451, ""radial_beta_alpha"": 1.712281090186798, ""radial_beta_beta"": 1.5977813958389955, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""theta_vonmises_kappa"": 4.633909835306664, ""wafer_radius_mm"": 150.0}",865
sample_000866,C01_Uniform,pareto,"{""alpha"": 2.383296792486287, ""max_um"": 1.0, ""min_um"": 0.01, ""per_sample"": true, ""xm_um"": 0.09700797438998489}",,,173,"{""n_particles"": 173, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",866
sample_000867,C02_EdgeBiased,lognormal,"{""max_um"": 1.0, ""min_um"": 0.01, ""mu_log"": -1.7383573191627488, ""per_sample"": true, ""sigma_log"": 0.6620995704564947}",,,193,"{""edge_bias"": 3.207145902884961, ""n_particles"": 193, ""name"": ""wafer_particles.pattern.C02_EdgeBiased"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",867
sample_000868,C08_CurvedScratch,lognormal,"{""max_um"": 1.0, ""min_um"": 0.01, ""mu_log"": -3.0474300374736245, ""per_sample"": true, ""sigma_log"": 0.6103737667069993}",,,166,"{""angle_center_deg"": 0.0, ""angle_center_rad"": 2.6984431418533665, ""arc_radius_ratio"": 0.7251668726803996, ""n_particles"": 166, ""name"": ""wafer_particles.pattern.C08_CurvedScratch"", ""params"": {""arc_radius_norm"": 0.644838582405405, ""span_rad"": 0.7290879791569667, ""width_norm"": 0.04598251201914909}, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""span_deg"": 34.4480915529257, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.04889324600502995}",868
sample_000869,C02_EdgeBiased,gaussian,"{""max_um"": 1.0, ""mean_um"": 0.4749273192264866, ""min_um"": 0.01, ""per_sample"": true, ""std_um"": 0.031059298315264876}",,,10,"{""edge_bias"": 2.65866236762633, ""n_particles"": 10, ""name"": ""wafer_particles.pattern.C02_EdgeBiased"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",869
sample_000870,C11_Hotspot_Elliptic,lognormal,"{""max_um"": 1.0, ""min_um"": 0.01, ""mu_log"": -2.8629027119592525, ""per_sample"": true, ""sigma_log"": 0.6231288131183972}",,,188,"{""center_angle"": ""random"", ""center_angle_rad"": 2.334576422919988, ""center_radius_ratio"": 0.006260411337613714, ""mode"": ""random"", ""n_particles"": 188, ""name"": ""wafer_particles.pattern.C11_Hotspot_Elliptic"", ""rotation_deg"": 30.0, ""rotation_rad"": 1.351897270832574, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_x_ratio"": 0.0993123790952919, ""sigma_y_ratio"": 0.06723137399555734, ""wafer_radius_mm"": 150.0}",870
sample_000871,C08_CurvedScratch,gaussian,"{""max_um"": 1.0, ""mean_um"": 0.7489397165350978, ""min_um"": 0.01, ""per_sample"": true, ""std_um"": 0.020927265346694385}",,,24,"{""angle_center_deg"": 0.0, ""angle_center_rad"": 1.68550266133673, ""arc_radius_ratio"": 0.4760924119508229, ""n_particles"": 24, ""name"": ""wafer_particles.pattern.C08_CurvedScratch"", ""params"": {""arc_radius_norm"": 0.6460698884692059, ""span_rad"": 0.6394747949989907, ""width_norm"": 0.055482438280438}, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""span_deg"": 110.31049563563367, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.0344736524999642}",871
sample_000872,C08_CurvedScratch,weibull,"{""k"": 1.2604352924853386, ""lambda_um"": 0.4742463703348927, ""max_um"": 1.0, ""min_um"": 0.01, ""per_sample"": true}",,,21,"{""angle_center_deg"": 0.0, ""angle_center_rad"": 2.983236734045998, ""arc_radius_ratio"": 0.6929845890235391, ""n_particles"": 21, ""name"": ""wafer_particles.pattern.C08_CurvedScratch"", ""params"": {""arc_radius_norm"": 0.6329302122955525, ""span_rad"": 0.45462893827265966, ""width_norm"": 0.05493312632021499}, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""span_deg"": 30.063704194660502, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.03449755976524379}",872
sample_000873,C01_Uniform,gaussian,"{""max_um"": 1.0, ""mean_um"": 0.510782697344237, ""min_um"": 0.01, ""per_sample"": true, ""std_um"": 0.03772491352896054}",,,74,"{""n_particles"": 74, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",873
sample_000874,C05_Sector_Internal,lognormal,"{""max_um"": 1.0, ""min_um"": 0.01, ""mu_log"": -2.60423697786299, ""per_sample"": true, ""sigma_log"": 0.5077681128972644}",,,180,"{""angle_center_rad"": 6.080982143976978, ""angle_width_deg"": 67.64845382242837, ""edge_margin_norm"": 0.05, ""n_particles"": 180, ""name"": ""wafer_particles.pattern.C05_Sector_Internal"", ""r_inner_ratio"": 0.09630763819436411, ""r_outer_ratio"": 0.602655999336087, ""radial_beta_alpha"": 2.595833124421917, ""radial_beta_beta"": 3.7627669935167205, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""theta_vonmises_kappa"": 7.266452918196245, ""wafer_radius_mm"": 150.0}",874
sample_000875,C09_Spiral,weibull,"{""k"": 1.6682071686266227, ""lambda_um"": 0.045771176199499025, ""max_um"": 1.0, ""min_um"": 0.01, ""per_sample"": true}",,,61,"{""end_r_ratio"": 0.9768947031011215, ""n_particles"": 61, ""name"": ""wafer_particles.pattern.C09_Spiral"", ""params"": {""theta_max"": 16.13615930351574, ""width_norm"": 0.012336027246903816}, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""start_r_ratio"": 0.19828269700085288, ""theta_max"": 17.25497378008901, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.04695539803440339}",875
sample_000876,C05_Sector_Internal,weibull,"{""k"": 2.861429572228835, ""lambda_um"": 0.22634413343067522, ""max_um"": 1.0, ""min_um"": 0.01, ""per_sample"": true}",,,169,"{""angle_center_rad"": 3.7187338078774537, ""angle_width_deg"": 90.8385211542845, ""edge_margin_norm"": 0.05, ""n_particles"": 169, ""name"": ""wafer_particles.pattern.C05_Sector_Internal"", ""r_inner_ratio"": 0.14372704185617807, ""r_outer_ratio"": 0.5416208052460709, ""radial_beta_alpha"": 3.118716674891055, ""radial_beta_beta"": 1.3210810066335041, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""theta_vonmises_kappa"": 5.545126894816935, ""wafer_radius_mm"": 150.0}",876
sample_000877,scratch_horizontal,pareto,"{""alpha"": 1.9354356096169694, ""max_um"": 1.0, ""min_um"": 0.01, ""per_sample"": true, ""xm_um"": 0.24011626450079215}",line,scratch,107,"{""angle_category"": ""horizontal"", ""length_ratio"": 1.0, ""n_particles"": 107, ""name"": ""wafer_particles.pattern.scratch"", ""offset_ratio"": 0.0, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.01}",877
sample_000878,C09_Spiral,weibull,"{""k"": 2.678829062866429, ""lambda_um"": 0.4560047426628935, ""max_um"": 1.0, ""min_um"": 0.01, ""per_sample"": true}",,,112,"{""end_r_ratio"": 0.7514028944797235, ""n_particles"": 112, ""name"": ""wafer_particles.pattern.C09_Spiral"", ""params"": {""theta_max"": 25.214212225576503, ""width_norm"": 0.022885290596628742}, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""start_r_ratio"": 0.24210635373405723, ""theta_max"": 17.36500003614875, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.034716625505071486}",878
sample_000879,C04_Sector_Edge,gaussian,"{""max_um"": 1.0, ""mean_um"": 0.3608872012344897, ""min_um"": 0.01, ""per_sample"": true, ""std_um"": 0.02547297863620387}",,,163,"{""angle_center_rad"": 1.5646593907762638, ""angle_width_deg"": 23.967983301012836, ""edge_width_ratio"": 0.1600709470438174, ""n_particles"": 163, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 1.6598561068326418, ""radial_beta_beta"": 2.8640059185241906, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 9.389818458725466, ""wafer_radius_mm"": 150.0}",879
sample_000880,C09_Spiral,pareto,"{""alpha"": 3.7164252791788304, ""max_um"": 1.0, ""min_um"": 0.01, ""per_sample"": true, ""xm_um"": 0.12458613053753949}",,,131,"{""end_r_ratio"": 0.960328092161723, ""n_particles"": 131, ""name"": ""wafer_particles.pattern.C09_Spiral"", ""params"": {""theta_max"": 28.555472567695794, ""width_norm"": 0.042371734901840485}, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""start_r_ratio"": 0.1192186895169699, ""theta_max"": 12.789593142262987, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.02276066883445186}",880
sample_000881,C02_EdgeBiased,lognormal,"{""max_um"": 1.0, ""min_um"": 0.01, ""mu_log"": -1.3427148633310568, ""per_sample"": true, ""sigma_log"": 0.48935032918213595}",,,195,"{""edge_bias"": 2.5637965943010403, ""n_particles"": 195, ""name"": ""wafer_particles.pattern.C02_EdgeBiased"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",881
sample_000882,C03_Ring,gaussian,"{""max_um"": 1.0, ""mean_um"": 0.24577470800920165, ""min_um"": 0.01, ""per_sample"": true, ""std_um"": 0.05819691932075839}",,,140,"{""n_particles"": 140, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.7633925954625391, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.07301969298851724}",882
sample_000883,C06_RadialLines,lognormal,"{""max_um"": 1.0, ""min_um"": 0.01, ""mu_log"": -2.1031905185140283, ""per_sample"": true, ""sigma_log"": 0.39369270509078946}",,,33,"{""angular_jitter_deg"": 3.246880146395406, ""n_lines"": 4, ""n_particles"": 33, ""name"": ""wafer_particles.pattern.C06_RadialLines"", ""params"": {""n_lines"": 6.0, ""r_max_norm"": 0.8930241945391818, ""r_min_norm"": 0.22197380210448334, ""sigma_perp_norm"": 0.032055798148479836}, ""r_max_ratio"": 0.829679678644398, ""r_min_ratio"": 0.2803465914687627, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_perp_ratio"": 0.029752883508066593, ""wafer_radius_mm"": 150.0}",883
sample_000884,C01_Uniform,gaussian,"{""max_um"": 1.0, ""mean_um"": 0.0867186537960448, ""min_um"": 0.01, ""per_sample"": true, ""std_um"": 0.08782724267335226}",,,194,"{""n_particles"": 194, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",884
sample_000885,C02_EdgeBiased,weibull,"{""k"": 2.039940235230892, ""lambda_um"": 0.4648016965808151, ""max_um"": 1.0, ""min_um"": 0.01, ""per_sample"": true}",,,168,"{""edge_bias"": 3.35883097899998, ""n_particles"": 168, ""name"": ""wafer_particles.pattern.C02_EdgeBiased"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",885
sample_000886,C01_Uniform,weibull,"{""k"": 2.4035247737848, ""lambda_um"": 0.10147684422683016, ""max_um"": 1.0, ""min_um"": 0.01, ""per_sample"": true}",,,110,"{""n_particles"": 110, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",886
sample_000887,C02_EdgeBiased,gaussian,"{""max_um"": 1.0, ""mean_um"": 0.641574659144456, ""min_um"": 0.01, ""per_sample"": true, ""std_um"": 0.04755877782303722}",,,52,"{""edge_bias"": 2.4923663876621576, ""n_particles"": 52, ""name"": ""wafer_particles.pattern.C02_EdgeBiased"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",887
sample_000888,C01_Uniform,lognormal,"{""max_um"": 1.0, ""min_um"": 0.01, ""mu_log"": -0.5181723340555946, ""per_sample"": true, ""sigma_log"": 0.7510783368029545}",,,135,"{""n_particles"": 135, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",888
sample_000889,C05_Sector_Internal,lognormal,"{""max_um"": 1.0, ""min_um"": 0.01, ""mu_log"": -3.1104979121553473, ""per_sample"": true, ""sigma_log"": 0.38778853852099515}",,,167,"{""angle_center_rad"": 0.7843923934808341, ""angle_width_deg"": 75.33912964843711, ""edge_margin_norm"": 0.05, ""n_particles"": 167, ""name"": ""wafer_particles.pattern.C05_Sector_Internal"", ""r_inner_ratio"": 0.25657625136908696, ""r_outer_ratio"": 0.647795477650848, ""radial_beta_alpha"": 1.3118807458886175, ""radial_beta_beta"": 1.8839083530211673, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""theta_vonmises_kappa"": 3.7216407541459806, ""wafer_radius_mm"": 150.0}",889
sample_000890,C06_RadialLines,lognormal,"{""max_um"": 1.0, ""min_um"": 0.01, ""mu_log"": -0.2689238250606656, ""per_sample"": true, ""sigma_log"": 0.3836658766881682}",,,130,"{""angular_jitter_deg"": 3.1322012639737817, ""n_lines"": 6, ""n_particles"": 130, ""name"": ""wafer_particles.pattern.C06_RadialLines"", ""params"": {""n_lines"": 6.0, ""r_max_norm"": 0.8036898388933003, ""r_min_norm"": 0.2728403653250557, ""sigma_perp_norm"": 0.04842043925920222}, ""r_max_ratio"": 0.7830927692291847, ""r_min_ratio"": 0.174293520008563, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_perp_ratio"": 0.011512740093149634, ""wafer_radius_mm"": 150.0}",890
sample_000891,scratch_vertical,weibull,"{""k"": 0.7373336672183669, ""lambda_um"": 0.11199674899325096, ""max_um"": 1.0, ""min_um"": 0.01, ""per_sample"": true}",line,scratch,68,"{""angle_category"": ""vertical"", ""length_ratio"": 1.0, ""n_particles"": 68, ""name"": ""wafer_particles.pattern.scratch"", ""offset_ratio"": 0.0, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.01}",891
sample_000892,scratch_vertical,lognormal,"{""max_um"": 1.0, ""min_um"": 0.01, ""mu_log"": -3.4422249508893947, ""per_sample"": true, ""sigma_log"": 0.47955573402587914}",line,scratch,184,"{""angle_category"": ""vertical"", ""length_ratio"": 1.0, ""n_particles"": 184, ""name"": ""wafer_particles.pattern.scratch"", ""offset_ratio"": 0.0, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.01}",892
sample_000893,C06_RadialLines,weibull,"{""k"": 1.9702254673414494, ""lambda_um"": 0.3196883918756366, ""max_um"": 1.0, ""min_um"": 0.01, ""per_sample"": true}",,,20,"{""angular_jitter_deg"": 2.814443253499003, ""n_lines"": 8, ""n_particles"": 20, ""name"": ""wafer_particles.pattern.C06_RadialLines"", ""params"": {""n_lines"": 7.0, ""r_max_norm"": 0.7084878501433722, ""r_min_norm"": 0.10029227054172078, ""sigma_perp_norm"": 0.020913007681912565}, ""r_max_ratio"": 0.6046805284442774, ""r_min_ratio"": 0.09273710059230014, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_perp_ratio"": 0.02836629059250233, ""wafer_radius_mm"": 150.0}",893
sample_000894,ring_wide,gaussian,"{""max_um"": 1.0, ""mean_um"": 0.4126449450178005, ""min_um"": 0.01, ""per_sample"": true, ""std_um"": 0.0695040350693308}",ring,ring,54,"{""n_particles"": 54, ""name"": ""wafer_particles.pattern.ring_wide"", ""radius_ratio"": 0.6, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.15}",894
sample_000895,C01_Uniform,gaussian,"{""max_um"": 1.0, ""mean_um"": 0.7015027581274131, ""min_um"": 0.01, ""per_sample"": true, ""std_um"": 0.08110559987453743}",,,104,"{""n_particles"": 104, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",895
sample_000896,C01_Uniform,weibull,"{""k"": 2.71597624409498, ""lambda_um"": 0.14593777175355122, ""max_um"": 1.0, ""min_um"": 0.01, ""per_sample"": true}",,,140,"{""n_particles"": 140, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",896
sample_000897,C04_Sector_Edge,lognormal,"{""max_um"": 1.0, ""min_um"": 0.01, ""mu_log"": -2.335261127105933, ""per_sample"": true, ""sigma_log"": 0.32596277931462964}",,,192,"{""angle_center_rad"": 6.17802247681392, ""angle_width_deg"": 25.467927061251768, ""edge_width_ratio"": 0.10633734861466836, ""n_particles"": 192, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 1.7447654857456028, ""radial_beta_beta"": 2.14460252143781, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 4.672792070096183, ""wafer_radius_mm"": 150.0}",897
sample_000898,C02_EdgeBiased,lognormal,"{""max_um"": 1.0, ""min_um"": 0.01, ""mu_log"": -1.592704502684227, ""per_sample"": true, ""sigma_log"": 0.24708328708260063}",,,156,"{""edge_bias"": 3.1796041979278047, ""n_particles"": 156, ""name"": ""wafer_particles.pattern.C02_EdgeBiased"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",898
sample_000899,C11_Hotspot_Elliptic,weibull,"{""k"": 2.49602049926908, ""lambda_um"": 0.44039212947421386, ""max_um"": 1.0, ""min_um"": 0.01, ""per_sample"": true}",,,162,"{""center_angle"": ""random"", ""center_angle_rad"": 4.091281972252887, ""center_radius_ratio"": 0.727108321807805, ""mode"": ""random"", ""n_particles"": 162, ""name"": ""wafer_particles.pattern.C11_Hotspot_Elliptic"", ""rotation_deg"": 30.0, ""rotation_rad"": 5.253944538514286, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_x_ratio"": 0.08815823905373754, ""sigma_y_ratio"": 0.07748074292027077, ""wafer_radius_mm"": 150.0}",899
sample_000900,C02_EdgeBiased,gaussian,"{""max_um"": 1.0, ""mean_um"": 0.5013859600353824, ""min_um"": 0.01, ""per_sample"": true, ""std_um"": 0.07569081644253502}",,,63,"{""edge_bias"": 2.6978146243006798, ""n_particles"": 63, ""name"": ""wafer_particles.pattern.C02_EdgeBiased"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",900
sample_000901,C04_Sector_Edge,weibull,"{""k"": 2.8055694462992227, ""lambda_um"": 0.0873185847089963, ""max_um"": 1.0, ""min_um"": 0.01, ""per_sample"": true}",,,70,"{""angle_center_rad"": 0.3488406779162973, ""angle_width_deg"": 56.3050366164589, ""edge_width_ratio"": 0.18482123757669272, ""n_particles"": 70, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 1.3338370793952046, ""radial_beta_beta"": 3.0624023549495707, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 1.1118660970206107, ""wafer_radius_mm"": 150.0}",901
sample_000902,C08_CurvedScratch,gaussian,"{""max_um"": 1.0, ""mean_um"": 0.5646803387717081, ""min_um"": 0.01, ""per_sample"": true, ""std_um"": 0.0230301755188695}",,,123,"{""angle_center_deg"": 0.0, ""angle_center_rad"": 4.942136108340193, ""arc_radius_ratio"": 0.7738534531338521, ""n_particles"": 123, ""name"": ""wafer_particles.pattern.C08_CurvedScratch"", ""params"": {""arc_radius_norm"": 0.7800039473195178, ""span_rad"": 0.5663021936816676, ""width_norm"": 0.05876025313070148}, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""span_deg"": 129.72411335026476, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.021917898914674647}",902
sample_000903,C03_Ring,weibull,"{""k"": 2.907711956960288, ""lambda_um"": 0.082231059889916, ""max_um"": 1.0, ""min_um"": 0.01, ""per_sample"": true}",,,161,"{""n_particles"": 161, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.4534315545619304, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.042728413407319935}",903
sample_000904,C04_Sector_Edge,gaussian,"{""max_um"": 1.0, ""mean_um"": 0.5799991747641795, ""min_um"": 0.01, ""per_sample"": true, ""std_um"": 0.07708527635270775}",,,48,"{""angle_center_rad"": 3.120036412841704, ""angle_width_deg"": 28.861068325610646, ""edge_width_ratio"": 0.13632955846025518, ""n_particles"": 48, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 2.1530823461866837, ""radial_beta_beta"": 1.7598223868460656, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 1.7735648566494182, ""wafer_radius_mm"": 150.0}",904
sample_000905,C09_Spiral,gaussian,"{""max_um"": 1.0, ""mean_um"": 0.3165405167618797, ""min_um"": 0.01, ""per_sample"": true, ""std_um"": 0.057625361746706835}",,,162,"{""end_r_ratio"": 0.9831237012777388, ""n_particles"": 162, ""name"": ""wafer_particles.pattern.C09_Spiral"", ""params"": {""theta_max"": 19.998117669407513, ""width_norm"": 0.04995126511844491}, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""start_r_ratio"": 0.14467677293577821, ""theta_max"": 14.882036893222256, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.048874345752966175}",905
sample_000906,C09_Spiral,weibull,"{""k"": 1.7712258753032886, ""lambda_um"": 0.1374260726194759, ""max_um"": 1.0, ""min_um"": 0.01, ""per_sample"": true}",,,178,"{""end_r_ratio"": 0.7624022090057361, ""n_particles"": 178, ""name"": ""wafer_particles.pattern.C09_Spiral"", ""params"": {""theta_max"": 15.650862931920553, ""width_norm"": 0.027745030537979665}, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""start_r_ratio"": 0.03694442164867353, ""theta_max"": 9.225399134822174, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.04774264153558731}",906
