sample_id,label,label_coarse,n_particles,pattern_params,seed_offset
sample_000726,C11_Hotspot_Elliptic,,807,"{""center_angle"": ""random"", ""center_angle_rad"": 3.896979182086117, ""center_radius_ratio"": 0.8637406385343362, ""mode"": ""random"", ""n_particles"": 807, ""name"": ""wafer_particles.pattern.C11_Hotspot_Elliptic"", ""rotation_deg"": 30.0, ""rotation_rad"": 5.187978730105534, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_x_ratio"": 0.1011235970913666, ""sigma_y_ratio"": 0.07373046487853917, ""wafer_radius_mm"": 150.0}",726
sample_000727,C04_Sector_Edge,,936,"{""angle_center_rad"": 5.046530517015089, ""angle_width_deg"": 21.766095688277545, ""edge_width_ratio"": 0.2736687150248515, ""n_particles"": 936, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 1.3342941044992263, ""radial_beta_beta"": 1.2441615372452988, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 4.395269093388685, ""wafer_radius_mm"": 150.0}",727
sample_000728,C04_Sector_Edge,,1430,"{""angle_center_rad"": 0.6856335903138898, ""angle_width_deg"": 69.61511906667776, ""edge_width_ratio"": 0.24968666961569208, ""n_particles"": 1430, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 3.0641620367675033, ""radial_beta_beta"": 1.6914332913853292, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 6.769035840816846, ""wafer_radius_mm"": 150.0}",728
sample_000729,C04_Sector_Edge,,1053,"{""angle_center_rad"": 1.0154731340388674, ""angle_width_deg"": 57.48266007207961, ""edge_width_ratio"": 0.13825735753228557, ""n_particles"": 1053, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 2.9841453904007893, ""radial_beta_beta"": 1.9098446881770232, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 3.46200027484371, ""wafer_radius_mm"": 150.0}",729
sample_000730,ring_narrow,ring,517,"{""n_particles"": 517, ""name"": ""wafer_particles.pattern.ring_narrow"", ""radius_ratio"": 0.7, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.03}",730
sample_000731,scratch_horizontal,line,974,"{""angle_category"": ""horizontal"", ""length_ratio"": 1.0, ""n_particles"": 974, ""name"": ""wafer_particles.pattern.scratch"", ""offset_ratio"": 0.0, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.01}",731
sample_000732,ring_wide,ring,513,"{""n_particles"": 513, ""name"": ""wafer_particles.pattern.ring_wide"", ""radius_ratio"": 0.6, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.15}",732
sample_000733,C03_Ring,,1054,"{""n_particles"": 1054, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.8674694504268157, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.1486128883043642}",733
sample_000734,C07_StraightLine,,1484,"{""angle_deg"": 76.53583481167037, ""n_particles"": 1484, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": 0.21813254317801195, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.6761417287215536, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.026550494383257576}",734
sample_000735,C03_Ring,,810,"{""n_particles"": 810, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.4154689074761767, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.07510144699176825}",735
sample_000736,C03_Ring,,1086,"{""n_particles"": 1086, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.6189193680530476, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.062054253508068646}",736
sample_000737,ring_narrow,ring,894,"{""n_particles"": 894, ""name"": ""wafer_particles.pattern.ring_narrow"", ""radius_ratio"": 0.7, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.03}",737
sample_000738,C04_Sector_Edge,,713,"{""angle_center_rad"": 2.231919777407062, ""angle_width_deg"": 70.4294469680261, ""edge_width_ratio"": 0.21939479155667785, ""n_particles"": 713, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 1.9087416767058722, ""radial_beta_beta"": 1.8398939223058808, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 9.49574428726147, ""wafer_radius_mm"": 150.0}",738
sample_000739,edge_sector_right,sector,597,"{""angle_width_deg"": 40.0, ""edge_width_ratio"": 0.1, ""n_particles"": 597, ""name"": ""wafer_particles.pattern.edge_sector"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""wafer_radius_mm"": 150.0}",739
sample_000740,edge_sector_right,sector,854,"{""angle_width_deg"": 40.0, ""edge_width_ratio"": 0.1, ""n_particles"": 854, ""name"": ""wafer_particles.pattern.edge_sector"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""wafer_radius_mm"": 150.0}",740
sample_000741,C04_Sector_Edge,,1246,"{""angle_center_rad"": 0.3718969739595052, ""angle_width_deg"": 82.38479491107492, ""edge_width_ratio"": 0.08824500335650919, ""n_particles"": 1246, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 3.4394594277092025, ""radial_beta_beta"": 2.9189730514871224, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 4.163200432653212, ""wafer_radius_mm"": 150.0}",741
sample_000742,C01_Uniform,,585,"{""n_particles"": 585, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",742
sample_000743,edge_sector_right,sector,1529,"{""angle_width_deg"": 40.0, ""edge_width_ratio"": 0.1, ""n_particles"": 1529, ""name"": ""wafer_particles.pattern.edge_sector"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""wafer_radius_mm"": 150.0}",743
sample_000744,C07_StraightLine,,1053,"{""angle_deg"": 148.51532124286902, ""n_particles"": 1053, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": -0.050645022652624494, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.39730042596967746, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.0401834126654727}",744
sample_000745,C07_StraightLine,,540,"{""angle_deg"": 100.14624351967579, ""n_particles"": 540, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": -0.28061033678601316, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.7067884743691493, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.005151225691014732}",745
sample_000746,scratch_vertical,line,765,"{""angle_category"": ""vertical"", ""length_ratio"": 1.0, ""n_particles"": 765, ""name"": ""wafer_particles.pattern.scratch"", ""offset_ratio"": 0.0, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.01}",746
sample_000747,C04_Sector_Edge,,562,"{""angle_center_rad"": 4.27501421434227, ""angle_width_deg"": 61.60676892520597, ""edge_width_ratio"": 0.1135355634433368, ""n_particles"": 562, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 3.1256089302349497, ""radial_beta_beta"": 1.5647538724144678, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 8.889756522803644, ""wafer_radius_mm"": 150.0}",747
sample_000748,C11_Hotspot_Elliptic,,591,"{""center_angle"": ""random"", ""center_angle_rad"": 5.275759982592146, ""center_radius_ratio"": 0.40243031489647213, ""mode"": ""random"", ""n_particles"": 591, ""name"": ""wafer_particles.pattern.C11_Hotspot_Elliptic"", ""rotation_deg"": 30.0, ""rotation_rad"": 1.0640214606151637, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_x_ratio"": 0.047719107462621695, ""sigma_y_ratio"": 0.015666953408845344, ""wafer_radius_mm"": 150.0}",748
sample_000749,C03_Ring,,1507,"{""n_particles"": 1507, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.5947377689125661, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.19582263159434715}",749
sample_000750,hotspot_center,hotspot,768,"{""center_angle"": ""random"", ""center_radius_ratio"": 0.9, ""mode"": ""center"", ""n_particles"": 768, ""name"": ""wafer_particles.pattern.hotspot"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_ratio"": 0.05, ""wafer_radius_mm"": 150.0}",750
sample_000751,C01_Uniform,,1115,"{""n_particles"": 1115, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",751
sample_000752,C07_StraightLine,,760,"{""angle_deg"": 35.16934476749354, ""n_particles"": 760, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": -0.13383296445030027, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.38081437475842883, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.02126843580587056}",752
sample_000753,C04_Sector_Edge,,1046,"{""angle_center_rad"": 5.699506686414133, ""angle_width_deg"": 71.98493549619405, ""edge_width_ratio"": 0.055303571369552454, ""n_particles"": 1046, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 1.2416114028611438, ""radial_beta_beta"": 1.8882024394669308, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 4.215105934776128, ""wafer_radius_mm"": 150.0}",753
sample_000754,C07_StraightLine,,894,"{""angle_deg"": 9.709729275852643, ""n_particles"": 894, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": 0.01853979792299376, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.4651988934859156, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.01534828262152526}",754
sample_000755,C01_Uniform,,547,"{""n_particles"": 547, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",755
sample_000756,C11_Hotspot_Elliptic,,970,"{""center_angle"": ""random"", ""center_angle_rad"": 4.3902263147004135, ""center_radius_ratio"": 0.45886109210750864, ""mode"": ""random"", ""n_particles"": 970, ""name"": ""wafer_particles.pattern.C11_Hotspot_Elliptic"", ""rotation_deg"": 30.0, ""rotation_rad"": 3.2248749695023715, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_x_ratio"": 0.0876083288063612, ""sigma_y_ratio"": 0.011172946675611759, ""wafer_radius_mm"": 150.0}",756
sample_000757,edge_sector_right,sector,1195,"{""angle_width_deg"": 40.0, ""edge_width_ratio"": 0.1, ""n_particles"": 1195, ""name"": ""wafer_particles.pattern.edge_sector"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""wafer_radius_mm"": 150.0}",757
sample_000758,C03_Ring,,682,"{""n_particles"": 682, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.7231348136466811, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.17440504325410308}",758
sample_000759,C01_Uniform,,690,"{""n_particles"": 690, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",759
sample_000760,ring_wide,ring,1518,"{""n_particles"": 1518, ""name"": ""wafer_particles.pattern.ring_wide"", ""radius_ratio"": 0.6, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.15}",760
sample_000761,C01_Uniform,,914,"{""n_particles"": 914, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",761
sample_000762,C04_Sector_Edge,,1220,"{""angle_center_rad"": 2.727042367371716, ""angle_width_deg"": 35.588879317014715, ""edge_width_ratio"": 0.1264462257545717, ""n_particles"": 1220, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 2.0003875135623606, ""radial_beta_beta"": 1.5610087156341648, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 7.751154729595459, ""wafer_radius_mm"": 150.0}",762
sample_000763,edge_sector_left,sector,1048,"{""angle_width_deg"": 40.0, ""edge_width_ratio"": 0.1, ""n_particles"": 1048, ""name"": ""wafer_particles.pattern.edge_sector"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""left"", ""wafer_radius_mm"": 150.0}",763
sample_000764,C07_StraightLine,,863,"{""angle_deg"": 11.05636475991664, ""n_particles"": 863, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": -0.23896924259590435, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.8174752035985025, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.02016917615225247}",764
sample_000765,scratch_horizontal,line,1393,"{""angle_category"": ""horizontal"", ""length_ratio"": 1.0, ""n_particles"": 1393, ""name"": ""wafer_particles.pattern.scratch"", ""offset_ratio"": 0.0, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.01}",765
sample_000766,C07_StraightLine,,1194,"{""angle_deg"": 40.847883550359846, ""n_particles"": 1194, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": 0.2982892965946167, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.6953567073440723, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.02922199208651127}",766
sample_000767,C07_StraightLine,,734,"{""angle_deg"": 43.456310189561954, ""n_particles"": 734, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": 0.1789174317501862, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.5839456652687041, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.04228851258683606}",767
sample_000768,random_edge_biased,random,666,"{""edge_bias"": 2.0, ""n_particles"": 666, ""name"": ""wafer_particles.pattern.random_edge_biased"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",768
sample_000769,C11_Hotspot_Elliptic,,1043,"{""center_angle"": ""random"", ""center_angle_rad"": 2.2775658485773236, ""center_radius_ratio"": 0.12415705432123435, ""mode"": ""random"", ""n_particles"": 1043, ""name"": ""wafer_particles.pattern.C11_Hotspot_Elliptic"", ""rotation_deg"": 30.0, ""rotation_rad"": 0.4744128858047077, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_x_ratio"": 0.08214719145748542, ""sigma_y_ratio"": 0.01723663371929948, ""wafer_radius_mm"": 150.0}",769
sample_000770,C04_Sector_Edge,,548,"{""angle_center_rad"": 5.349078692659483, ""angle_width_deg"": 79.08527233003892, ""edge_width_ratio"": 0.09865768048551522, ""n_particles"": 548, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 1.648557018231949, ""radial_beta_beta"": 1.4385805072905136, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 6.102133519154167, ""wafer_radius_mm"": 150.0}",770
sample_000771,hotspot_center,hotspot,1236,"{""center_angle"": ""random"", ""center_radius_ratio"": 0.9, ""mode"": ""center"", ""n_particles"": 1236, ""name"": ""wafer_particles.pattern.hotspot"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_ratio"": 0.05, ""wafer_radius_mm"": 150.0}",771
sample_000772,C04_Sector_Edge,,563,"{""angle_center_rad"": 0.1477284420925505, ""angle_width_deg"": 29.8535905863506, ""edge_width_ratio"": 0.11767123535225037, ""n_particles"": 563, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 3.5632836162150037, ""radial_beta_beta"": 1.1310176123450288, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 9.018214507072807, ""wafer_radius_mm"": 150.0}",772
sample_000773,C04_Sector_Edge,,827,"{""angle_center_rad"": 2.2784726008295193, ""angle_width_deg"": 45.082083292755826, ""edge_width_ratio"": 0.11600572834165722, ""n_particles"": 827, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 1.5020624229207404, ""radial_beta_beta"": 1.9312412794018767, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 2.1734066834422414, ""wafer_radius_mm"": 150.0}",773
sample_000774,C03_Ring,,1185,"{""n_particles"": 1185, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.8755293967547909, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.15953543136924486}",774
sample_000775,C11_Hotspot_Elliptic,,1347,"{""center_angle"": ""random"", ""center_angle_rad"": 4.994828333236158, ""center_radius_ratio"": 0.4836524490817443, ""mode"": ""random"", ""n_particles"": 1347, ""name"": ""wafer_particles.pattern.C11_Hotspot_Elliptic"", ""rotation_deg"": 30.0, ""rotation_rad"": 6.027296648963639, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_x_ratio"": 0.11463437877927027, ""sigma_y_ratio"": 0.044982219775842755, ""wafer_radius_mm"": 150.0}",775
sample_000776,C07_StraightLine,,568,"{""angle_deg"": 60.01044289075273, ""n_particles"": 568, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": 0.2436411100413905, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.8551745507045672, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.03387000974769466}",776
sample_000777,edge_sector_left,sector,557,"{""angle_width_deg"": 40.0, ""edge_width_ratio"": 0.1, ""n_particles"": 557, ""name"": ""wafer_particles.pattern.edge_sector"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""left"", ""wafer_radius_mm"": 150.0}",777
sample_000778,C01_Uniform,,864,"{""n_particles"": 864, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",778
sample_000779,C07_StraightLine,,868,"{""angle_deg"": 105.97013438735576, ""n_particles"": 868, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": -0.14723549964043994, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.7377079965251975, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.008044841952772035}",779
sample_000780,C01_Uniform,,1230,"{""n_particles"": 1230, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",780
sample_000781,C04_Sector_Edge,,990,"{""angle_center_rad"": 3.780110472907332, ""angle_width_deg"": 40.5176621592781, ""edge_width_ratio"": 0.12678849840221929, ""n_particles"": 990, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 2.967404706368926, ""radial_beta_beta"": 2.385301722809243, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 4.745526287443059, ""wafer_radius_mm"": 150.0}",781
sample_000782,C07_StraightLine,,564,"{""angle_deg"": 66.0186445186578, ""n_particles"": 564, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": 0.06209219636167673, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.48639443493503515, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.02225239902718826}",782
sample_000783,C07_StraightLine,,1301,"{""angle_deg"": 76.11904583686392, ""n_particles"": 1301, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": 0.2723943829355859, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.3885698306962555, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.03853269438415295}",783
sample_000784,C01_Uniform,,1053,"{""n_particles"": 1053, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",784
sample_000785,C01_Uniform,,873,"{""n_particles"": 873, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",785
sample_000786,C11_Hotspot_Elliptic,,1258,"{""center_angle"": ""random"", ""center_angle_rad"": 4.945302749339574, ""center_radius_ratio"": 0.5615897715870369, ""mode"": ""random"", ""n_particles"": 1258, ""name"": ""wafer_particles.pattern.C11_Hotspot_Elliptic"", ""rotation_deg"": 30.0, ""rotation_rad"": 4.395022035531993, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_x_ratio"": 0.08581819347833555, ""sigma_y_ratio"": 0.04099665226614254, ""wafer_radius_mm"": 150.0}",786
sample_000787,C04_Sector_Edge,,967,"{""angle_center_rad"": 5.249473168929172, ""angle_width_deg"": 32.54665071554136, ""edge_width_ratio"": 0.11767271018049123, ""n_particles"": 967, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 2.02065906200865, ""radial_beta_beta"": 3.215908958411462, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 4.545598274521889, ""wafer_radius_mm"": 150.0}",787
sample_000788,C07_StraightLine,,577,"{""angle_deg"": 64.9517071614031, ""n_particles"": 577, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": -0.015733598408118332, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.7998293786788797, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.024555034835217635}",788
sample_000789,C03_Ring,,1068,"{""n_particles"": 1068, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.49230161645299847, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.07841665503312886}",789
sample_000790,C07_StraightLine,,557,"{""angle_deg"": 114.35864998961533, ""n_particles"": 557, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": 0.29152367374607063, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.47576918381406946, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.02226228460684027}",790
sample_000791,C11_Hotspot_Elliptic,,1462,"{""center_angle"": ""random"", ""center_angle_rad"": 5.442789252247348, ""center_radius_ratio"": 0.547791367236645, ""mode"": ""random"", ""n_particles"": 1462, ""name"": ""wafer_particles.pattern.C11_Hotspot_Elliptic"", ""rotation_deg"": 30.0, ""rotation_rad"": 4.893903420568362, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_x_ratio"": 0.110503099367255, ""sigma_y_ratio"": 0.07621281005802424, ""wafer_radius_mm"": 150.0}",791
sample_000792,C11_Hotspot_Elliptic,,958,"{""center_angle"": ""random"", ""center_angle_rad"": 4.508267303357121, ""center_radius_ratio"": 0.40828760658074337, ""mode"": ""random"", ""n_particles"": 958, ""name"": ""wafer_particles.pattern.C11_Hotspot_Elliptic"", ""rotation_deg"": 30.0, ""rotation_rad"": 2.923499047556963, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_x_ratio"": 0.03659598774004488, ""sigma_y_ratio"": 0.07208466602347541, ""wafer_radius_mm"": 150.0}",792
sample_000793,C04_Sector_Edge,,1307,"{""angle_center_rad"": 1.9995483712101818, ""angle_width_deg"": 72.45082043922073, ""edge_width_ratio"": 0.1246507070206039, ""n_particles"": 1307, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 1.6943292571906823, ""radial_beta_beta"": 1.5435382872903833, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 9.149836630320717, ""wafer_radius_mm"": 150.0}",793
sample_000794,C07_StraightLine,,1445,"{""angle_deg"": 87.05892778977179, ""n_particles"": 1445, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": 0.1114180889527322, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.4073497940728128, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.03848586979866839}",794
sample_000795,C07_StraightLine,,975,"{""angle_deg"": 19.175916079719062, ""n_particles"": 975, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": 0.1452497786177404, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.5025963823287349, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.041716241613553695}",795
sample_000796,C07_StraightLine,,824,"{""angle_deg"": 0.928938113831641, ""n_particles"": 824, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": -0.1912143403757222, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.8625693277613187, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.03141104641255109}",796
sample_000797,C01_Uniform,,861,"{""n_particles"": 861, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",797
sample_000798,C04_Sector_Edge,,980,"{""angle_center_rad"": 1.6383659876400776, ""angle_width_deg"": 61.86877903593078, ""edge_width_ratio"": 0.2594385212310402, ""n_particles"": 980, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 3.730112660028807, ""radial_beta_beta"": 2.3014115626111953, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 4.6784887402633055, ""wafer_radius_mm"": 150.0}",798
sample_000799,C04_Sector_Edge,,780,"{""angle_center_rad"": 3.1359637706135692, ""angle_width_deg"": 56.78693461576985, ""edge_width_ratio"": 0.17232815791708694, ""n_particles"": 780, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 3.4019102143278213, ""radial_beta_beta"": 1.9146058283101446, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 5.007720198512151, ""wafer_radius_mm"": 150.0}",799
